x,y
-76.68233385302489,39.21985605591232
-76.68185558186957,39.2198810408774
-76.680963284428,39.21990959435237
-76.68049571970164,39.21985962622085
-76.68004957143052,39.219995254777245
-76.67974975904411,39.22013088423296
-76.67939997762682,39.22053063378178
-76.67877893909673,39.22103388990217
-76.67814362203052,39.221408655385176
-76.67745119891367,39.22174772767556
-76.67695508161171,39.221908342096356
-76.67651963976954,39.22230452223596
-76.6762233967923,39.222736393769594
-76.67611632171082,39.22314328213679
-76.6759949689926,39.22356444634215
-76.67533110025005,39.224196193099885
-76.67458870810236,39.224760125579394
-76.67384631595468,39.22536331886215
-76.67288977274478,39.22609500278219
-76.6724364847559,39.226309154743774
-76.67189039932242,39.22665179734264
-76.67123009819045,39.227197882776125
-76.67066259720104,39.22759406381505
-76.67013435701494,39.22783676925155
-76.6695918400913,39.2283507318009
-76.66916353706756,39.228771896905585
-76.66876557177369,39.228996756195386
-76.66815167116266,39.229071709291986
-76.66753063083388,39.229182353782676
-76.66682393187892,39.22945004328494
-76.6658780959973,39.23002468309272
-76.66515354999632,39.230385170938916
-76.66454678730435,39.23059218408207
-76.66345461463874,39.23074565968449
-76.66233031908894,39.23091341202439
-76.66175924869032,39.230949104317745
-76.66087408916786,39.23100264185848
-76.65956776543999,39.23089556587769
-76.65755117244862,39.23067784540632
-76.65628410862467,39.230449416707245
-76.65553328173553,39.23030772941826
-76.65545880977623,39.23069378229229
-76.65673739571417,39.23087058091261
-76.65791879911325,39.23114183982409
-76.65955705811172,39.23127746927986
-76.65993896061451,39.231348852967244
-76.66121316325683,39.231348852967244
-76.66265868495032,39.231134701905034
-76.66363664371607,39.231045472070946
-76.66427195988302,39.23092768786256
-76.66472524697252,39.23081347396271
-76.66558542242927,39.23051723098547
-76.66600301812474,39.23033877221661
-76.6665205500833,39.22993188384942
-76.66698811391029,39.22962493444322
-76.66768410733567,39.22935367463242
-76.6682052087034,39.229250168060844
-76.6687976937585,39.22920019992932
-76.66900292264671,39.229157368817596
-76.66954543957036,39.228746911940505
-76.67007367975646,39.22823651790105
-76.67122296027134,39.22745129644022
-76.67213310385961,39.226698196964264
-76.67266134404576,39.22652330580598
-76.67386773061122,39.22569168472353
-76.67493134980191,39.22474228033201
-76.67582007873364,39.22406770156323
-76.67605921476093,39.22378930473269
-76.67619484421664,39.22361441537305
-76.67636259565722,39.2232075270058
-76.67651250185042,39.222757809325515
-76.67675877579683,39.222383043842456
-76.67699077390506,39.222158184552654
-76.67761538184436,39.221922617934524
-76.6781400526213,39.22161566762901
-76.67875752264149,39.221283733257735
-76.67952489975426,39.22060201656984
-76.67979972717563,39.22031291331035
-76.68016735384026,39.22017014503621
-76.68074913156715,39.22015229888956
-76.6811952807376,39.22016657562699
-76.68179490461114,39.22001667033311
-76.68234812976232,39.22001667033311
-76.68234812976232,39.22001667033311
-76.68317793511358,39.22002940922988
-76.68424869222332,39.22014838234202
-76.68492683860268,39.22036253340423
-76.68565257440673,39.22062427389119
-76.68669953725379,39.22118344715841
-76.68733009420845,39.22150467510073
-76.68767511641346,39.22136190682659
-76.68807962517451,39.221135857733714
-76.6885079281983,39.22110016633968
-76.6890908948289,39.22110016633968
-76.68969765842019,39.22106447404627
-76.69038770193089,39.221980566649904
-76.69044718758761,39.222040053205944
-76.69056616069975,39.221980566649904
-76.6903044211121,39.221611750182205
-76.68991181038172,39.22102878175292
-76.69026872881875,39.22085032298406
-76.69078031266127,39.22062427389119
-76.69155363789002,39.220398224798316
-76.69224368140073,39.22021976602946
-76.69277906040526,39.2199104361178
-76.69330254137913,39.219577311044134
-76.69368325497817,39.21931556965785
-76.69411155800196,39.21893485695813
-76.69442088791362,39.21860173188446
-76.69483729380602,39.21825670967945
-76.69530128912317,39.21806635287993
-76.69580097583435,39.21788789411107
-76.69626497025212,39.21767374214954
-76.69659809532578,39.21750717961271
-76.69688363007543,39.21719784970105
-76.69706208974361,39.21662678020181
-76.69705019261227,39.216246065703444
-76.69683604065074,39.21592483866044
-76.69628876541418,39.21536566539322
-76.69601512689655,39.214937362369426
-76.69609840771528,39.21460423819508
-76.69631255967687,39.214437674758926
-76.69672896466994,39.21421162656537
-76.6971691657244,39.21402126976585
-76.69681224638805,39.21400937173519
-76.69641963475829,39.21416403714068
-76.69580097583435,39.21454475073972
-76.69580097583435,39.214877875813386
-76.69612220287735,39.215460844242614
-76.69664568385122,39.21604381177252
-76.69685983581275,39.216519704221014
-76.69681224638805,39.21697180060818
-76.69658619819444,39.217281131419156
-76.69588425665307,39.217649947886855
-76.69500385634285,39.217923586404424
-76.69431381193283,39.2183994779536
-76.69367135784682,39.218863473270744
-76.69333823277316,39.21927987916314
-76.69258870270642,39.219779564975
-76.69217229681402,39.219981819805184
-76.69150604756601,39.22013648521067
-76.68978093923891,39.22077893929668
-76.68898381974742,39.22074324700333
-76.68815100796263,39.22080273355937
-76.68730629994576,39.22120724232042
-76.6868660988913,39.221040679783584
-76.68584293120625,39.220481505617045
-76.68472458467181,39.220053202593306
-76.6836895189561,39.21983905243036
-76.68233385302489,39.21985605591232
-76.57279790000302,39.21397320010317
-76.57276509992937,39.21395370010322
-76.5727219999203,39.21392700013098
-76.57277560041359,39.21378120024224
-76.57276040007235,39.213770500108524
-76.57270090002646,39.21434759956213
-76.57311059967441,39.214257599908365
-76.57310100031088,39.21422200024517
-76.57172620040376,39.21783260019441
-76.57244813657223,39.21825642819164
-76.57947829978366,39.22131089997811
-76.57944549971,39.22162599993999
-76.58009180019639,39.2234758001681
-76.58006100021493,39.22345050044032
-76.57999800000766,39.223452999656274
-76.57997480019685,39.223433200182114
-76.57999249975404,39.2234060001868
-76.57993160036301,39.223330899601365
-76.56510040026325,39.23976860004092
-76.56507110035096,39.23976600010087
-76.56494020042987,39.239829399607174
-76.56486419962306,39.23987020004972
-76.56477240042591,39.23991959980975
-76.5647141000756,39.240069300058224
-76.56469340038007,39.240087200164226
-76.56491999985809,39.24031829984972
-76.56486380032408,39.24035080044911
-76.5652643997322,39.240750800009494
-76.56528152911926,39.24078346068819
-76.56760129976016,39.24002219986471
-76.5673110004023,39.24019249998395
-76.56664960029877,39.24056280033301
-76.56612734779884,39.24084474858631
-76.56613779971963,39.24084009999069
-76.56616630013463,39.24086729998595
-76.56629560016177,39.240799799571164
-76.56627879992664,39.24076650037375
-76.56637739979715,39.241753199650475
-76.56614549971499,39.2415147003432
-76.56615469977953,39.241506799799026
-76.56686410029795,39.241091199699156
-76.57120290019367,39.242500199924336
-76.57116950027216,39.242509200339384
-76.57124619985223,39.24297460039753
-76.57169929988277,39.24292119955379
-76.57173240032995,39.24304450020355
-76.6032736002964,39.24375870040376
-76.60345249973301,39.243779300274525
-76.60371240020709,39.24377749983182
-76.60372229994414,39.243745000131696
-76.60386120023418,39.24371630006726
-76.6041380996935,39.24367980018269
-76.60482769983844,39.24356879956048
-76.604773051635,39.243488031447555
-76.57384839988373,39.246249999637826
-76.57381819975006,39.246236200440364
-76.57380190043733,39.24624629982691
-76.57363389988456,39.246172300011665
-76.57363589997675,39.246166500283834
-76.57360259988002,39.24614340029774
-76.57355510038752,39.24612459997036
-76.57352500007863,39.24611079987358
-76.57349250037856,39.24609899986899
-76.5734240997424,39.24604469970319
-76.57340549996383,39.246056800081305
-76.57335009992715,39.246029000238195
-76.57342730042956,39.24591789979132
-76.57339169986699,39.24589679989742
-76.57334880040679,39.24587410010969
-76.57331300019479,39.245849099856116
-76.57323479964623,39.2458089999854
-76.5731180001955,39.24573839960749
-76.57299450079552,39.24568795213736
-76.62563889961547,39.25584479999759
-76.62557929974486,39.255960799951026
-76.6258081996886,39.25613370001031
-76.62667560029865,39.25677150010472
-76.62669889993424,39.256791199754105
-76.62674290016469,39.256728800293956
-76.62701010043577,39.256828400210566
-76.53451799990575,39.2561992003329
-76.53455959984564,39.25620269959495
-76.53467879958691,39.2560001003244
-76.53479540028746,39.25580389973027
-76.53485719989982,39.255690600440914
-76.53489729977053,39.25562770005837
-76.55452490000408,39.26076099972039
-76.5544531997553,39.259608299983086
-76.5544921997552,39.25960770013529
-76.55462059956096,39.259605100195245
-76.55461699957482,39.2595636999049
-76.55793999993102,39.26131529956149
-76.55821349995301,39.261302700059616
-76.60521040003988,39.26396499998481
-76.60493530012394,39.26418860022375
-76.60488409992121,39.264152999661235
-76.60473739981109,39.26427280014968
-76.6045047002317,39.26444730010286
-76.6044518003103,39.26448449966
-76.6044218996509,39.264511300356276
-76.6043731995635,39.26454690001947
-76.60421330010365,39.26466459969157
-76.60415520030222,39.264710699838986
-76.60408879975824,39.26476080017085
-76.60402950026116,39.26479989999547
-76.60392259964823,39.26487859966767
-76.60382830033575,39.26494800034999
-76.60377879985168,39.26498820004542
-76.60373950037763,39.26501339994849
-76.60375059981027,39.265031800077566
-76.603523600134,39.265217400362815
-76.57801519994149,39.26548159959617
-76.57806859988591,39.26561530000612
-76.5784862999028,39.265867899783814
-76.57853990039604,39.265901500254074
-76.57883179964779,39.26608330000437
-76.57964249980148,39.2665784001731
-76.57968109960302,39.26660240038052
-76.58024730017274,39.26694439996413
-76.58028859973905,39.266971400309956
-76.58038409964644,39.26703389959482
-76.56909730040007,39.27067650012043
-76.56903120022969,39.26961549975556
-76.570491499583,39.271450099642436
-76.57049020006264,39.27134849963363
-76.57047759966144,39.27117770039064
-76.5705691002837,39.27117060024307
-76.57057080000237,39.27115739999408
-76.57056600032064,39.27107849977301
-76.57055809977646,39.27102609987469
-76.57055470033913,39.27096979961664
-76.56963429998291,39.270965499957924
-76.58942410014208,39.27325019973699
-76.58929649983355,39.273433200082195
-76.58925499971843,39.27356529969887
-76.5893003003685,39.27358600029373
-76.58905910039715,39.27401200015373
-76.58903339957169,39.27402630027359
-76.58900740017134,39.27406900008435
-76.58901839977926,39.274087400213375
-76.58886830023181,39.27436209993101
-76.58884179990912,39.274365199894135
-76.58881860009825,39.27441339995852
-76.58873640026462,39.274552900096296
-76.58873240008018,39.274564399727296
-76.58876100031989,39.27457900022074
-76.58880520019977,39.27459709997623
-76.58883380043949,39.27455619970891
-76.58892115069051,39.27459399191923
-76.59949459959603,39.27329479981523
-76.59898160022061,39.273120899709795
-76.59874800041985,39.27351639996192
-76.59851670018554,39.27387769989599
-76.5984250997385,39.273844899822336
-76.59814339969807,39.27374000020092
-76.5980811000627,39.27371809991041
-76.59794770002628,39.27366860032572
-76.59783909969468,39.27363020017367
-76.59781789997606,39.273621400307434
-76.59964770018121,39.273361700382225
-76.59958000011687,39.27333260011943
-76.59637129999544,39.273971900283016
-76.59664120992386,39.27387977283331
-76.59962040036118,39.27420691201945
-76.59941129989153,39.27411980008878
-76.59969190006109,39.273635400053706
-76.59982899990837,39.273415999648705
-76.6007146999234,39.27423809960868
-76.6006350883386,39.27434291469382
-76.60126115317962,39.27441904770092
-76.60113979956208,39.27442140032741
-76.58894919964581,39.2747399995514
-76.58890649983505,39.27482110041353
-76.58906780043861,39.27487300028878
-76.58919193296128,39.27491885671992
-76.58922630594924,39.27486188466827
-76.6017832995596,39.27486900010433
-76.60200319998768,39.274685599560826
-76.60191002482776,39.274653377751235
-76.60169949983202,39.27508600021878
-76.60168090005345,39.27499809958266
-76.59026368382189,39.27554831290439
-76.59047159988438,39.27560030001388
-76.59074169956972,39.27567339960774
-76.5905818999347,39.275948500423
-76.59103459976694,39.27602689972167
-76.57683570040723,39.27707700030339
-76.5768601997384,39.27700089967186
-76.57690999969668,39.276859400341095
-76.5803619997065,39.27787551913997
-76.58035429971113,39.27778349960886
-76.58020649973014,39.27774730009787
-76.58018749975327,39.27779519978867
-76.5801333003115,39.277782000439004
-76.58010060006262,39.27780210028675
-76.5800140996709,39.277776900383685
-76.5799432996435,39.27773049986274
-76.57981599970856,39.277510499609946
-76.57976750016996,39.27753459964214
-76.57967219991207,39.277567799914095
-76.5795772000277,39.277605100195274
-76.5795168995852,39.27762329977554
-76.57923709981225,39.27760899965568
-76.57916090025532,39.277673800305706
-76.57914190027844,39.27766389966928
-76.57913339988647,39.27766150027804
-76.57911549978047,39.27764920025044
-76.57902529957789,39.27758539964651
-76.5789203001317,39.277510999632966
-76.57897549961956,39.27745570032039
-76.5792046999369,39.277236600288916
-76.57918450026443,39.27722230016906
-76.57927430026871,39.277137700044875
-76.57899909962873,39.2769646003361
-76.5783810999078,39.27754340040764
-76.59796839972182,39.27901899992696
-76.59769749963988,39.278999800300596
-76.5796696997968,39.27915540010167
-76.57967363882733,39.27910519904577
-76.59575089998401,39.279395699851705
-76.59563719959704,39.27930680006881
-76.59614190002861,39.27893589987195
-76.59627890005117,39.27901239980247
-76.59631589995877,39.27901999997306
-76.59641699994455,39.27903980034654
-76.59651709988424,39.27904820001447
-76.59648319993971,39.27920260011996
-76.60511487764944,39.28030007968499
-76.60518150032595,39.28047039958932
-76.60520580000764,39.28053730015631
-76.60577489999162,39.28107870012195
-76.58527379994587,39.28272509978359
-76.5842781002541,39.282114100385456
-76.58407579955849,39.282021400067606
-76.58569400007798,39.28321350000306
